,Aircraft,Type of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended,Date of Post,Overall Rating (/10)
1957,,,Economy Class,,3,3,1,4,,,3,No,24th February 2015,6
1958,,,Economy Class,,4,5,4,4,,,5,Yes,18th February 2015,10
1959,,,Economy Class,,2,1,1,1,,,1,No,18th February 2015,1
1960,,,Economy Class,,3,2,2,4,,,2,No,18th February 2015,2
1961,,,Business Class,,2,2,2,3,,,2,No,11th February 2015,2
1962,,,Business Class,,4,5,5,3,,,4,Yes,11th February 2015,8
1963,,,Economy Class,,5,5,5,5,,,5,Yes,11th February 2015,10
1964,,,Economy Class,,4,4,4,4,,,5,Yes,6th February 2015,9
1965,,,Economy Class,,5,5,5,5,,,5,Yes,28th January 2015,10
1966,,,Economy Class,,1,3,1,1,,,1,No,26th January 2015,1
1967,,,Economy Class,,4,2,1,1,,,1,No,21st January 2015,1
1968,,,Economy Class,,1,1,1,1,,,1,No,19th January 2015,1
1969,,,Economy Class,,1,2,3,2,,,1,No,19th January 2015,2
1970,,,Economy Class,,2,1,1,2,,,2,No,19th January 2015,2
1971,,,Economy Class,,4,5,2,3,,,2,No,19th January 2015,6
1972,,,Economy Class,,2,3,1,2,,,2,No,19th January 2015,5
1973,,,Business Class,,3,3,3,3,,,3,No,14th January 2015,5
1974,,,Economy Class,,4,4,3,4,,,4,Yes,14th January 2015,8
1975,,,Economy Class,,3,4,4,3,,,4,Yes,14th January 2015,8
1976,,,Economy Class,,1,2,1,2,,,1,No,14th January 2015,2
1977,,,Economy Class,,2,5,4,3,,,2,Yes,14th January 2015,4
1978,,,Economy Class,,1,1,1,1,,,1,No,14th January 2015,1
1979,,,Economy Class,,1,2,1,1,,,1,No,14th January 2015,1
1980,,,Economy Class,,3,3,3,3,,,1,No,14th January 2015,1
1981,,,Business Class,,5,5,5,4,,,4,Yes,14th January 2015,10
1982,,,Economy Class,,2,3,1,3,,,1,No,11th January 2015,3
1983,,,Economy Class,,3,1,2,2,,,4,No,11th January 2015,2
1984,,,Economy Class,,1,1,1,1,,,1,No,5th January 2015,1
1985,,,Economy Class,,1,1,1,1,,,1,No,5th January 2015,1
1986,,,Business Class,,1,5,4,3,,,3,Yes,5th January 2015,6
1987,,,Business Class,,4,4,2,3,,,4,No,31st December 2014,6
1988,,,Economy Class,,3,4,4,4,,,4,Yes,29th December 2014,8
1989,,,Economy Class,,2,1,1,1,,,1,No,22nd December 2014,1
1990,,,Economy Class,,1,1,3,3,,,1,No,22nd December 2014,1
1991,,,First Class,,5,4,3,5,,,4,Yes,22nd December 2014,9
1992,,,Economy Class,,1,1,1,3,,,1,No,22nd December 2014,1
1993,,,Economy Class,,4,4,4,5,,,4,Yes,22nd December 2014,9
1994,,,Economy Class,,1,3,1,1,,,1,No,18th December 2014,1
1995,,,Economy Class,,2,1,1,3,,,1,No,18th December 2014,1
1996,,,Economy Class,,1,5,5,1,,,4,Yes,18th December 2014,8
1997,,,Economy Class,,4,1,1,3,,,2,No,18th December 2014,2
1998,,,Economy Class,,3,1,1,1,,,2,No,18th December 2014,1
1999,,,Economy Class,,4,5,4,5,,,5,Yes,10th December 2014,10
2000,,,Business Class,,5,5,5,5,,,5,Yes,10th December 2014,10
2001,,,Economy Class,,2,2,2,3,,,1,No,10th December 2014,4
2002,,,Business Class,,5,4,4,5,,,5,Yes,10th December 2014,10
2003,,,Economy Class,,1,3,3,1,,,1,No,1st December 2014,1
2004,,,Economy Class,,1,1,1,1,,,1,No,1st December 2014,1
2005,,,Economy Class,,4,4,4,4,,,4,Yes,25th November 2014,8
2006,,,Economy Class,,2,1,2,1,,,1,No,25th November 2014,1
2007,,,Business Class,,4,5,3,4,,,3,Yes,20th November 2014,7
2008,,,Economy Class,,3,1,3,3,,,1,No,20th November 2014,1
2009,,,Economy Class,,1,3,3,2,,,1,No,20th November 2014,1
2010,,,Economy Class,,2,1,1,3,,,1,No,17th November 2014,1
2011,,,Business Class,,4,5,5,4,,,5,Yes,17th November 2014,9
2012,,,Business Class,,2,3,3,4,,,3,No,17th November 2014,5
2013,,,Economy Class,,4,4,5,5,,,4,Yes,11th November 2014,9
2014,,,Economy Class,,1,1,2,2,,,3,No,11th November 2014,2
2015,,,Economy Class,,2,1,1,2,,,1,No,5th November 2014,1
2016,,,Economy Class,,4,3,3,4,,,4,Yes,3rd November 2014,8
2017,,,Economy Class,,1,1,2,2,,,3,No,31st October 2014,2
2018,,,Economy Class,,3,3,1,1,,,2,No,31st October 2014,2
2019,,,Economy Class,,2,4,3,1,,,5,Yes,31st October 2014,9
2020,,,Economy Class,,2,1,1,1,,,1,No,31st October 2014,1
2021,,,Economy Class,,3,2,1,1,,,1,No,28th October 2014,1
2022,,,Economy Class,,1,1,1,3,,,2,No,28th October 2014,1
2023,,,Economy Class,,2,1,1,2,,,2,No,28th October 2014,3
2024,,,Economy Class,,1,1,3,3,,,3,No,28th October 2014,3
2025,,,Economy Class,,4,5,1,5,,,2,No,28th October 2014,1
2026,,,Economy Class,,4,1,1,1,,,3,No,22nd October 2014,5
2027,,,Economy Class,,1,2,1,1,,,2,No,12th October 2014,2
2028,,,Business Class,,4,4,3,1,,,3,No,12th October 2014,6
2029,,,Economy Class,,3,1,1,1,,,1,No,12th October 2014,1
2030,,,Economy Class,,4,3,3,4,,,3,No,12th October 2014,6
2031,,,Business Class,,1,1,1,1,,,1,No,8th October 2014,1
2032,,,Economy Class,,2,5,5,5,,,3,Yes,8th October 2014,7
2033,,,First Class,,3,3,1,1,,,1,No,8th October 2014,1
2034,,,Economy Class,,3,5,4,1,,,4,Yes,5th October 2014,8
2035,,,Economy Class,,3,1,1,2,,,2,No,30th September 2014,1
2036,,,Economy Class,,3,4,1,3,,,3,No,30th September 2014,3
2037,,,Economy Class,,5,5,2,5,,,3,Yes,28th September 2014,9
2038,,,Economy Class,,1,1,1,2,,,2,No,28th September 2014,2
2039,,,Economy Class,,2,5,3,1,,,4,Yes,28th September 2014,8
2040,,,Economy Class,,3,4,3,1,,,4,Yes,28th September 2014,4
2041,,,Economy Class,,1,1,1,1,,,1,No,28th September 2014,1
2042,,,Economy Class,,3,1,1,1,,,2,No,24th September 2014,1
2043,,,Economy Class,,1,4,2,3,,,2,No,24th September 2014,3
2044,,,Business Class,,4,2,1,4,,,1,No,24th September 2014,6
2045,,,Business Class,,4,5,3,3,,,4,Yes,24th September 2014,8
2046,,,Economy Class,,1,4,3,1,,,2,No,24th September 2014,4
2047,,,Economy Class,,3,2,1,3,,,1,No,19th September 2014,2
2048,,,Business Class,,5,4,4,4,,,4,Yes,19th September 2014,10
2049,,,Economy Class,,2,1,1,1,,,1,No,18th September 2014,1
2050,,,Business Class,,1,3,3,1,,,1,No,18th September 2014,1
2051,,,Economy Class,,2,2,3,3,,,3,No,18th September 2014,3
2052,,,Economy Class,,3,5,4,5,,,4,Yes,18th September 2014,9
2053,,,Economy Class,,1,1,1,1,,,1,No,17th September 2014,1
2054,,,Economy Class,,3,2,3,3,,,2,No,17th September 2014,4
2055,,,Business Class,,4,3,3,3,,,3,No,17th September 2014,6
2056,,,Economy Class,,2,4,1,5,,,2,No,14th September 2014,5
2057,,,Economy Class,,3,1,3,3,,,1,No,14th September 2014,1
2058,,,Economy Class,,4,4,4,1,,,3,Yes,9th September 2014,8
2059,,,Economy Class,,3,3,2,1,,,2,No,9th September 2014,2
2060,,,Economy Class,,3,2,1,4,,,3,No,9th September 2014,6
2061,,,Economy Class,,4,2,2,3,,,3,No,9th September 2014,3
2062,,,Business Class,,2,4,1,3,,,1,No,9th September 2014,1
2063,,,Economy Class,,4,4,4,5,,,4,Yes,9th September 2014,9
2064,,,Economy Class,,5,2,3,4,,,5,Yes,6th September 2014,7
2065,,,Economy Class,,3,1,2,3,,,3,No,6th September 2014,2
2066,,,Economy Class,,4,3,3,4,,,4,Yes,6th September 2014,7
2067,,,Economy Class,,2,2,3,4,,,5,No,1st September 2014,5
2068,,,Economy Class,,4,5,3,4,,,4,Yes,1st September 2014,9
2069,,,Economy Class,,2,1,3,4,,,3,No,1st September 2014,5
2070,,,Economy Class,,2,5,3,1,,,5,Yes,1st September 2014,10
2071,,,Economy Class,,2,1,1,2,,,2,No,1st September 2014,3
2072,,,Economy Class,,1,3,3,2,,,1,No,1st September 2014,1
2073,,,Economy Class,,5,5,5,5,,,3,Yes,28th August 2014,10
2074,,,Economy Class,,3,1,3,3,,,1,No,28th August 2014,1
2075,,,Economy Class,,2,1,1,1,,,1,No,28th August 2014,1
2076,,,Business Class,,4,4,5,3,,,4,Yes,28th August 2014,8
2077,,,Economy Class,,3,3,3,3,,,3,No,28th August 2014,1
2078,,,Business Class,,3,2,2,4,,,3,No,26th August 2014,5
2079,,,Economy Class,,5,5,3,5,,,4,Yes,26th August 2014,10
2080,,,Economy Class,,4,4,4,3,,,4,Yes,26th August 2014,9
2081,,,Economy Class,,4,5,2,4,,,4,Yes,26th August 2014,8
2082,,,Economy Class,,2,5,3,3,,,2,No,26th August 2014,1
2083,,,Economy Class,,2,1,1,3,,,1,No,26th August 2014,1
2084,,,Economy Class,,3,2,1,1,,,3,No,26th August 2014,8
2085,,,Economy Class,,3,1,1,2,,,2,No,18th August 2014,4
2086,,,Economy Class,,5,5,4,5,,,5,Yes,18th August 2014,9
2087,,,Economy Class,,3,1,1,3,,,1,No,18th August 2014,1
2088,,,Economy Class,,3,1,1,1,,,1,No,15th August 2014,1
2089,,,Economy Class,,4,5,3,4,,,4,Yes,15th August 2014,8
2090,,,Economy Class,,1,1,1,1,,,1,No,13th August 2014,1
2091,,,Economy Class,,5,1,3,4,,,3,No,8th August 2014,4
2092,,,Economy Class,,1,1,1,3,,,1,No,5th August 2014,1
2093,,,Economy Class,,4,5,4,4,,,5,Yes,5th August 2014,10
2094,,,Economy Class,,1,3,1,1,,,1,No,5th August 2014,1
2095,,,Economy Class,,4,1,4,4,,,4,No,5th August 2014,2
2096,,,Economy Class,,4,5,3,0,,,4,Yes,2nd August 2014,8
2097,,,Business Class,,1,2,1,1,,,1,No,2nd August 2014,1
2098,,,Economy Class,,4,5,4,5,,,5,Yes,2nd August 2014,10
2099,,,Business Class,,5,5,5,5,,,4,Yes,2nd August 2014,7
2100,,,Business Class,,3,5,2,4,,,2,Yes,31st July 2014,3
2101,,,Economy Class,,5,5,5,5,,,5,Yes,31st July 2014,10
2102,,,Economy Class,,3,3,2,4,,,3,No,31st July 2014,2
2103,,,Economy Class,,4,4,3,4,,,4,Yes,31st July 2014,9
2104,,,Business Class,,1,1,1,2,,,1,No,31st July 2014,1
2105,,,Business Class,,5,5,3,5,,,4,Yes,29th July 2014,9
2106,,,Economy Class,,5,5,5,5,,,5,Yes,22nd July 2014,10
2107,,,Economy Class,,1,2,1,4,,,3,No,17th July 2014,5
2108,,,Economy Class,,4,4,1,4,,,4,Yes,17th July 2014,7
2109,,,Economy Class,,2,1,2,4,,,2,No,17th July 2014,2
2110,,,Economy Class,,3,3,3,5,,,4,Yes,15th July 2014,8
2111,,,Economy Class,,1,1,1,1,,,1,No,11th July 2014,1
2112,,,Business Class,,5,4,2,3,,,3,Yes,11th July 2014,8
2113,,,Business Class,,1,4,3,3,,,3,Yes,8th July 2014,6
2114,,,Economy Class,,4,1,2,4,,,1,No,6th July 2014,1
2115,,,Economy Class,,5,5,5,5,,,4,Yes,6th July 2014,7
2116,,,Economy Class,,5,5,5,5,,,4,Yes,6th July 2014,10
2117,,,Economy Class,,2,1,2,2,,,1,No,6th July 2014,3
2118,,,Economy Class,,5,4,3,3,,,3,Yes,6th July 2014,8
2119,,,Economy Class,,3,2,1,3,,,1,No,6th July 2014,3
2120,,,Economy Class,,4,4,4,2,,,2,No,1st July 2014,5
2121,,,Economy Class,,5,5,5,4,,,5,Yes,30th June 2014,10
2122,,,Economy Class,,1,1,1,1,,,1,No,25th June 2014,1
2123,,,First Class,,5,4,4,1,,,4,Yes,25th June 2014,8
2124,,,First Class,,4,4,5,1,,,4,Yes,25th June 2014,7
2125,,,Business Class,,4,3,3,3,,,3,No,25th June 2014,4
2126,,,Business Class,,3,2,3,3,,,1,No,23rd June 2014,3
2127,,,Business Class,,5,5,5,4,,,5,Yes,23rd June 2014,10
2128,,,Economy Class,,1,5,5,5,,,4,No,20th June 2014,1
2129,,,Economy Class,,4,4,4,4,,,4,Yes,18th June 2014,8
2130,,,Economy Class,,2,4,1,3,,,3,No,17th June 2014,2
2131,,,Economy Class,,1,1,1,1,,,3,No,17th June 2014,3
2132,,,Economy Class,,1,1,1,1,,,1,No,17th June 2014,2
2133,,,Business Class,,1,3,1,3,,,1,No,17th June 2014,1
2134,,,Economy Class,,4,3,1,4,,,3,Yes,17th June 2014,3
2135,,,Economy Class,,3,3,1,1,,,1,No,16th June 2014,1
2136,,,Economy Class,,4,4,4,3,,,4,Yes,16th June 2014,7
2137,,,Economy Class,,3,5,3,4,,,1,No,16th June 2014,1
2138,,,Economy Class,,1,1,1,1,,,1,No,10th June 2014,1
2139,,,Economy Class,,3,1,2,4,,,1,No,9th June 2014,1
2140,,,Economy Class,,4,4,3,3,,,4,Yes,8th June 2014,9
2141,,,Economy Class,,5,4,4,5,,,5,Yes,8th June 2014,9
2142,,,Business Class,,1,1,2,3,,,1,No,5th June 2014,1
2143,,,Economy Class,,2,3,1,1,,,2,No,5th June 2014,3
2144,,,Economy Class,,5,5,5,5,,,5,Yes,5th June 2014,10
2145,,,Economy Class,,3,2,1,2,,,2,No,2nd June 2014,2
2146,,,Economy Class,,1,2,2,3,,,1,No,1st June 2014,1
2147,,,Business Class,,4,5,4,3,,,4,Yes,29th May 2014,8
2148,,,Economy Class,,2,2,2,2,,,1,No,29th May 2014,1
2149,,,Economy Class,,1,1,2,2,,,1,No,29th May 2014,1
2150,,,Economy Class,,4,4,3,3,,,4,Yes,26th May 2014,8
2151,,,Economy Class,,3,4,4,5,,,4,Yes,25th May 2014,9
2152,,,Economy Class,,3,4,4,2,,,4,Yes,25th May 2014,9
2153,,,Economy Class,,3,3,1,4,,,3,No,21st May 2014,5
2154,,,Economy Class,,4,1,3,1,,,2,No,17th May 2014,1
2155,,,Business Class,,1,2,1,1,,,1,No,17th May 2014,8
2156,,,Economy Class,,5,5,4,4,,,5,Yes,15th May 2014,8
2157,,,Economy Class,,4,2,2,4,,,4,No,15th May 2014,8
2158,,,Business Class,,1,3,2,4,,,2,No,13th May 2014,3
2159,,,Economy Class,,2,1,2,4,,,2,No,11th May 2014,3
2160,,,Economy Class,,1,1,1,1,,,1,No,8th May 2014,1
2161,,,Economy Class,,5,5,2,3,,,4,Yes,7th May 2014,7
2162,,,Business Class,,5,5,5,3,,,5,Yes,7th May 2014,9
2163,,,Business Class,,5,5,4,5,,,5,Yes,6th May 2014,9
2164,,,Business Class,,4,5,4,4,,,4,Yes,5th May 2014,5
2165,,,Business Class,,1,4,3,3,,,1,No,3rd May 2014,2
2166,,,Economy Class,,1,1,1,1,,,1,No,1st May 2014,1
2167,,,Economy Class,,5,5,4,4,,,5,Yes,1st May 2014,9
2168,,,Economy Class,,5,5,4,4,,,5,Yes,27th April 2014,10
2169,,,Economy Class,,1,5,1,3,,,4,No,27th April 2014,5
2170,,,Economy Class,,2,1,2,2,,,1,No,27th April 2014,1
2171,,,Business Class,,3,1,3,3,,,1,No,23rd April 2014,1
2172,,,Business Class,,1,5,4,3,,,1,No,22nd April 2014,1
2173,,,Economy Class,,2,1,1,1,,,3,No,22nd April 2014,1
2174,,,Economy Class,,2,2,2,2,,,2,No,19th April 2014,3
2175,,,Business Class,,1,5,5,4,,,3,Yes,19th April 2014,6
2176,,,Economy Class,,1,1,1,2,,,3,No,13th April 2014,3
2177,,,Business Class,,4,5,5,5,,,3,Yes,13th April 2014,9
2178,,,Economy Class,,2,1,1,3,,,1,No,6th April 2014,1
2179,,,Economy Class,,1,3,2,5,,,3,No,6th April 2014,1
2180,,,Economy Class,,1,2,1,4,,,2,No,31st March 2014,1
2181,,,Economy Class,,4,5,2,5,,,4,Yes,30th March 2014,8
2182,,,Economy Class,,2,2,1,2,,,3,No,30th March 2014,5
2183,,,Economy Class,,4,2,2,4,,,1,No,28th March 2014,3
2184,,,Economy Class,,4,5,3,4,,,4,Yes,27th March 2014,8
2185,,,Economy Class,,4,3,1,3,,,4,No,19th March 2014,6
2186,,,Economy Class,,1,1,1,2,,,1,No,18th March 2014,2
2187,,,Economy Class,,1,1,1,1,,,1,No,17th March 2014,2
2188,,,Economy Class,,3,3,1,4,,,2,No,17th March 2014,3
2189,,,Business Class,,4,4,5,5,,,4,Yes,17th March 2014,9
2190,,,Business Class,,5,5,5,4,,,4,Yes,17th March 2014,9
2191,,,Business Class,,5,3,4,4,,,3,No,17th March 2014,1
2192,,,Business Class,,1,5,4,4,,,2,No,10th March 2014,6
2193,,,Economy Class,,5,5,3,5,,,5,Yes,10th March 2014,10
2194,,,Business Class,,3,4,3,2,,,3,Yes,10th March 2014,7
2195,,,Economy Class,,5,4,3,5,,,5,Yes,10th March 2014,8
2196,,,Business Class,,3,3,3,3,,,3,Yes,6th March 2014,7
2197,,,Business Class,,2,2,1,2,,,3,No,4th March 2014,2
2198,,,Business Class,,1,5,5,3,,,2,No,28th February 2014,1
2199,,,Economy Class,,3,3,2,3,,,4,Yes,24th February 2014,7
2200,,,Economy Class,,4,4,4,4,,,4,Yes,24th February 2014,9
2201,,,Business Class,,3,5,4,4,,,4,Yes,24th February 2014,8
2202,,,Business Class,,2,3,1,3,,,1,No,22nd February 2014,4
2203,,,Economy Class,,4,4,3,4,,,5,Yes,20th February 2014,8
2204,,,Economy Class,,4,4,4,4,,,5,Yes,20th February 2014,9
2205,,,Economy Class,,4,5,3,4,,,4,Yes,20th February 2014,8
2206,,,Economy Class,,1,3,1,1,,,1,No,18th February 2014,1
2207,,,Economy Class,,2,1,1,3,,,2,No,18th February 2014,3
2208,,,Economy Class,,1,1,4,3,,,2,No,18th February 2014,3
2209,,,Business Class,,3,2,3,1,,,3,No,17th February 2014,5
2210,,,Economy Class,,1,3,3,3,,,2,No,17th February 2014,2
2211,,,Economy Class,,3,2,2,4,,,3,No,17th February 2014,5
2212,,,Economy Class,,2,1,2,2,,,3,No,17th February 2014,5
2213,,,Economy Class,,4,4,2,3,,,4,Yes,14th February 2014,8
2214,,,Economy Class,,3,4,3,4,,,4,Yes,11th February 2014,7
2215,,,Economy Class,,3,4,4,4,,,4,Yes,11th February 2014,8
2216,,,Economy Class,,3,4,2,4,,,4,Yes,11th February 2014,7
2217,,,Economy Class,,2,1,1,2,,,1,No,11th February 2014,1
2218,,,Economy Class,,1,1,3,1,,,1,No,10th February 2014,1
2219,,,Economy Class,,1,1,1,1,,,1,No,7th February 2014,1
2220,,,Economy Class,,3,2,1,3,,,3,No,5th February 2014,4
2221,,,Economy Class,,2,1,2,3,,,1,No,4th February 2014,1
2222,,,Economy Class,,3,4,3,3,,,3,Yes,4th February 2014,8
2223,,,Economy Class,,2,3,3,1,,,3,No,28th January 2014,4
2224,,,Economy Class,,4,1,2,4,,,3,No,28th January 2014,2
2225,,,Economy Class,,3,2,1,1,,,1,No,21st January 2014,3
2226,,,Economy Class,,1,3,3,1,,,3,No,21st January 2014,6
2227,,,Economy Class,,3,5,2,1,,,5,Yes,20th January 2014,7
2228,,,Economy Class,,2,1,1,2,,,1,No,20th January 2014,1
2229,,,Economy Class,,3,1,1,1,,,1,No,15th January 2014,1
2230,,,Economy Class,,4,3,1,4,,,2,Yes,14th January 2014,8
2231,,,Business Class,,4,2,2,4,,,3,Yes,13th January 2014,5
2232,,,Economy Class,,4,5,4,4,,,4,Yes,13th January 2014,8
2233,,,Business Class,,4,5,2,4,,,4,Yes,13th January 2014,8
2234,,,Economy Class,,1,5,1,3,,,1,No,13th January 2014,1
2235,,,Economy Class,,2,1,1,4,,,1,No,10th January 2014,2
2236,,,Economy Class,,5,5,5,3,,,4,Yes,10th January 2014,9
2237,,,Economy Class,,4,1,1,3,,,1,No,9th January 2014,1
2238,,,Business Class,,4,4,4,5,,,5,Yes,7th January 2014,8
2239,,,Economy Class,,1,3,1,2,,,2,No,6th January 2014,1
2240,,,Economy Class,,2,1,1,2,,,1,No,6th January 2014,1
2241,,,Economy Class,,5,5,4,5,,,4,Yes,6th January 2014,9
2242,,,Economy Class,,2,1,2,3,,,3,No,2nd January 2014,3
2243,,,Business Class,,4,5,4,4,,,5,Yes,2nd January 2014,8
2244,,,Economy Class,,1,2,1,1,,,1,No,2nd January 2014,1
2245,,,Economy Class,,4,3,4,4,,,3,Yes,30th December 2013,7
2246,,,Business Class,,4,5,5,5,,,4,Yes,30th December 2013,10
2247,,,Economy Class,,1,1,1,1,,,1,No,30th December 2013,1
2248,,,Economy Class,,1,1,1,2,,,1,No,29th December 2013,1
2249,,,Economy Class,,4,5,1,4,,,2,No,23rd December 2013,4
2250,,,Economy Class,,1,1,1,1,,,1,No,23rd December 2013,1
2251,,,Economy Class,,3,3,1,3,,,2,No,23rd December 2013,1
2252,,,Economy Class,,1,1,1,2,,,1,No,23rd December 2013,1
2253,,,Economy Class,,5,5,2,4,,,5,Yes,20th December 2013,5
2254,,,Economy Class,,4,4,1,5,,,3,No,20th December 2013,4
2255,,,Economy Class,,4,1,1,1,,,1,No,17th December 2013,1
2256,,,Economy Class,,3,4,4,2,,,5,Yes,13th December 2013,6
2257,,,Economy Class,,5,5,2,5,,,5,Yes,13th December 2013,10
2258,,,Economy Class,,1,3,1,1,,,2,No,12th December 2013,4
2259,,,Economy Class,,2,2,1,3,,,1,No,12th December 2013,1
2260,,,Business Class,,2,3,2,3,,,2,No,11th December 2013,2
2261,,,Economy Class,,2,4,3,4,,,4,Yes,11th December 2013,8
2262,,,Economy Class,,1,2,3,1,,,3,No,10th December 2013,3
2263,,,Economy Class,,3,4,1,4,,,3,Yes,6th December 2013,6
2264,,,Economy Class,,1,1,1,1,,,1,No,5th December 2013,1
2265,,,Economy Class,,5,5,5,5,,,4,Yes,4th December 2013,10
2266,,,Economy Class,,3,1,1,1,,,2,No,4th December 2013,2
2267,,,Economy Class,,3,4,3,4,,,4,Yes,3rd December 2013,7
2268,,,Business Class,,3,3,3,2,,,3,No,3rd December 2013,2
2269,,,Economy Class,,1,1,4,5,,,1,No,3rd December 2013,1
2270,,,First Class,,4,5,5,5,,,5,Yes,29th November 2013,10
2271,,,Economy Class,,2,1,1,1,,,2,No,29th November 2013,1
2272,,,Economy Class,,1,1,1,1,,,1,No,29th November 2013,1
2273,,,Economy Class,,1,1,1,2,,,1,No,29th November 2013,1
2274,,,Business Class,,5,4,4,4,,,5,Yes,28th November 2013,10
2275,,,Economy Class,,5,5,5,5,,,5,Yes,27th November 2013,10
2276,,,Economy Class,,4,4,3,4,,,5,Yes,25th November 2013,9
2277,,,Economy Class,,1,1,1,1,,,1,No,25th November 2013,2
2278,,,Economy Class,,1,5,5,1,,,1,No,22nd November 2013,1
2279,,,First Class,,5,5,4,5,,,4,Yes,18th November 2013,9
2280,,,Economy Class,,3,1,2,4,,,2,No,7th November 2013,3
2281,,,Economy Class,,1,1,1,1,,,1,No,6th November 2013,1
2282,,,Economy Class,,3,2,1,5,,,1,No,1st November 2013,4
2283,,,Economy Class,,1,1,1,1,,,1,No,30th October 2013,1
2284,,,Business Class,,5,4,1,2,,,3,No,28th October 2013,5
2285,,,Business Class,,4,2,2,4,,,2,No,28th October 2013,3
2286,,,Economy Class,,3,2,1,1,,,1,No,28th October 2013,1
2287,,,Economy Class,,1,1,1,1,,,2,No,28th October 2013,3
2288,,,Business Class,,4,5,5,5,,,5,Yes,28th October 2013,10
2289,,,Economy Class,,4,5,2,3,,,4,Yes,28th October 2013,8
2290,,,Economy Class,,3,1,1,3,,,2,No,28th October 2013,6
2291,,,Economy Class,,3,1,2,2,,,3,No,25th October 2013,3
2292,,,Economy Class,,3,5,5,5,,,5,Yes,23rd October 2013,10
2293,,,Economy Class,,1,3,1,1,,,4,No,23rd October 2013,5
2294,,,Economy Class,,2,2,3,3,,,3,No,22nd October 2013,4
2295,,,Economy Class,,4,4,4,5,,,4,Yes,22nd October 2013,8
2296,,,Economy Class,,1,3,2,1,,,2,No,20th October 2013,2
2297,,,Business Class,,2,3,2,2,,,1,No,20th October 2013,
2298,,,Economy Class,,3,4,4,3,,,4,Yes,16th October 2013,8
2299,,,Economy Class,,1,3,1,3,,,1,No,15th October 2013,2
2300,,,Economy Class,,1,5,2,1,,,1,No,13th October 2013,1
2301,,,Economy Class,,4,5,3,5,,,4,Yes,13th October 2013,8
2302,,,Economy Class,,3,1,1,3,,,2,No,13th October 2013,2
2303,,,Economy Class,,1,1,1,1,,,1,No,10th October 2013,1
2304,,,Economy Class,,4,5,4,4,,,4,Yes,9th October 2013,9
2305,,,Economy Class,,1,3,2,1,,,2,No,9th October 2013,2
2306,,,Business Class,,3,1,1,1,,,2,No,9th October 2013,2
2307,,,Economy Class,,1,1,1,1,,,1,No,6th October 2013,1
2308,,,Business Class,,5,5,5,5,,,5,Yes,3rd October 2013,9
2309,,,Premium Economy,,4,5,4,5,,,4,Yes,2nd October 2013,9
2310,,,Economy Class,,1,1,1,2,,,2,No,2nd October 2013,5
2311,,,Economy Class,,1,1,1,1,,,1,No,1st October 2013,2
2312,,,Economy Class,,1,4,1,1,,,2,No,1st October 2013,2
2313,,,Business Class,,5,5,5,4,,,5,Yes,30th September 2013,10
2314,,,Economy Class,,4,5,4,5,,,5,Yes,30th September 2013,10
2315,,,Economy Class,,3,2,1,1,,,4,Yes,29th September 2013,5
2316,,,Economy Class,,2,2,2,2,,,3,No,25th September 2013,3
2317,,,Business Class,,3,5,3,3,,,3,No,25th September 2013,5
2318,,,Economy Class,,2,2,1,3,,,1,No,24th September 2013,1
2319,,,Business Class,,5,5,5,2,,,5,Yes,22nd September 2013,10
2320,,,Economy Class,,3,3,3,4,,,4,Yes,18th September 2013,7
2321,,,Economy Class,,4,4,3,0,,,4,Yes,16th September 2013,8
2322,,,Business Class,,2,2,2,1,,,2,No,15th September 2013,4
2323,,,Economy Class,,3,5,1,5,,,3,No,15th September 2013,5
2324,,,Economy Class,,3,1,2,4,,,1,No,15th September 2013,1
2325,,,Business Class,,5,5,5,5,,,5,Yes,12th September 2013,8
2326,,,Economy Class,,5,5,5,4,,,4,Yes,11th September 2013,10
2327,,,Economy Class,,3,1,2,1,,,3,No,11th September 2013,1
2328,,,Economy Class,,1,1,1,1,,,1,No,11th September 2013,1
2329,,,Economy Class,,2,3,3,3,,,3,No,10th September 2013,4
2330,,,Economy Class,,5,5,5,5,,,5,Yes,10th September 2013,9
2331,,,Business Class,,5,4,5,4,,,5,Yes,9th September 2013,9
2332,,,Economy Class,,2,1,1,1,,,2,No,9th September 2013,1
